id,term,normalized,preferred_term,entry_terms,acronyms,departments,canonical_skill_ids,mesh_id,is_official_mesh_record,official_sync_required,priority,active,source,source_url,kind
meshlocal_342b5f236870cb7c,Psychoanalysis and Psychodynamic Therapy,psychoanalysis and psychodynamic therapy,Psychoanalysis and Psychodynamic Therapy,,,Psychotherapy,skill_342b5f236870cb7c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_68781243de0fc255,Psychoanalysis for Anxiety Disorders,psychoanalysis for anxiety disorders,Psychoanalysis for Anxiety Disorders,,,Psychotherapy,skill_68781243de0fc255,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2130bb78926c4768,Psychocutaneous Diseases,psychocutaneous diseases,Psychocutaneous Diseases,,,Dermatology,skill_2130bb78926c4768,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9b7a7364ac1dd2ff,Psychodynamic and Psychoanalytic Approaches,psychodynamic and psychoanalytic approaches,Psychodynamic and Psychoanalytic Approaches,,,Psychotherapy,skill_9b7a7364ac1dd2ff,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b4cebddf7bf483ac,Psychodynamic Group Therapy,psychodynamic group therapy,Psychodynamic Group Therapy,,,Psychotherapy,skill_b4cebddf7bf483ac,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_08437ea3d6c50ee5,Psychodynamic Therapy,psychodynamic therapy,Psychodynamic Therapy,,,Psychology,skill_08437ea3d6c50ee5,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7608dbd2a2474f7f,Psychodynamic Therapy for Depression,psychodynamic therapy for depression,Psychodynamic Therapy for Depression,,,Psychotherapy,skill_7608dbd2a2474f7f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_59c932efaf31d195,Psychogenic Nonepileptic Seizures,psychogenic nonepileptic seizures,Psychogenic Nonepileptic Seizures,,,Emergency medicine | Neurology,skill_59c932efaf31d195,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_59de3299bc5715ce,Psychological Aspects of Osteopathic Care,psychological aspects of osteopathic care,Psychological Aspects of Osteopathic Care,,,Osteopathy,skill_59de3299bc5715ce,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7a9390040baddb99,Psychological Assessments,psychological assessments,Psychological Assessments,,,Psychiatry of learning disability/ Mental Health,skill_7a9390040baddb99,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6ca9bee45da1bf05,Psychological Causes of Sexual Dysfunction,psychological causes of sexual dysfunction,Psychological Causes of Sexual Dysfunction,,,Genito-urinary medicine / sexual and reproductive health,skill_6ca9bee45da1bf05,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_08d058ed51a2bac7,Psychological changes,psychological changes,Psychological changes,,,Geriatric-old age psychiatry / Mental Health | Old age / Geriatric psychiatry -Mental Health,skill_08d058ed51a2bac7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_8db921d5e6e4f777,Psychological Disorders,psychological disorders,Psychological Disorders,,,Psychology,skill_8db921d5e6e4f777,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3e1ee380391d7703,Psychology of Gender and Sexuality,psychology of gender and sexuality,Psychology of Gender and Sexuality,,,Psychology,skill_3e1ee380391d7703,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_15264b4b36239d36,Psychopathy and Brain Function: Forensic Perspectives,psychopathy and brain function forensic perspectives,Psychopathy and Brain Function: Forensic Perspectives,,,Forensic psychiatry / Forensic Mental Health,skill_15264b4b36239d36,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_635d062383014361,Psychopharmacology,psychopharmacology,Psychopharmacology,,,Child and adolescent psychiatry / Mental Health | Geriatric-old age psychiatry / Mental Health | Old age / Geriatric psychiatry -Mental Health,skill_635d062383014361,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_68f9e624df08a3e7,Psychopharmacology in Forensic Settings,psychopharmacology in forensic settings,Psychopharmacology in Forensic Settings,,,Forensic psychiatry / Forensic Mental Health,skill_68f9e624df08a3e7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f60e053f249102f0,Psychopharmacology in Intellectual Disabilities,psychopharmacology in intellectual disabilities,Psychopharmacology in Intellectual Disabilities,,,Psychiatry of learning disability/ Mental Health,skill_f60e053f249102f0,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2187ee930ba17d7c,Psychosis and Schizophrenia in Older Adults,psychosis and schizophrenia in older adults,Psychosis and Schizophrenia in Older Adults,,,Geriatric medicine,skill_2187ee930ba17d7c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_42f175846ef0dca5,Psychosocial,psychosocial,Psychosocial,,,Emergency medicine,skill_42f175846ef0dca5,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c06d8ad11da7ee82,Psychosocial and Environmental Pregnancy Risks,psychosocial and environmental pregnancy risks,Psychosocial and Environmental Pregnancy Risks,,,Gynaecology and Obstetrics | Occupational medicine / Occupational therapy,skill_c06d8ad11da7ee82,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6364958ab571ba0b,Psychosocial Interventions,psychosocial interventions,Psychosocial Interventions,,,Psychiatry of learning disability/ Mental Health,skill_6364958ab571ba0b,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6bcf13392fdda96e,Psychosocial Issues in Pediatric Cardiology,psychosocial issues in pediatric cardiology,Psychosocial Issues in Pediatric Cardiology,,,Paediatric cardiology,skill_6bcf13392fdda96e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_d8f2770e65b9f32e,Psychosocial Short Stature,psychosocial short stature,Psychosocial Short Stature,,,Pediatrics Medicine,skill_d8f2770e65b9f32e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_aa060c9d364d3980,Psychosocial Theories and Child Development,psychosocial theories and child development,Psychosocial Theories and Child Development,,,Child and adolescent psychiatry / Mental Health,skill_aa060c9d364d3980,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_dd136082de0244e8,Psychosomatic Disorders and Oral Health,psychosomatic disorders and oral health,Psychosomatic Disorders and Oral Health,,,Oral medicine,skill_dd136082de0244e8,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a313fb95ba10cd1e,Psychotherapeutic Approaches,psychotherapeutic approaches,Psychotherapeutic Approaches,,,Geriatric-old age psychiatry / Mental Health | Old age / Geriatric psychiatry -Mental Health,skill_a313fb95ba10cd1e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_fd52e518e5d7b450,Psychotherapy,psychotherapy,Psychotherapy,,,Psychotherapy,skill_fd52e518e5d7b450,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_0110b5a6030b1496,Psychotherapy and Psychosocial Treatments,psychotherapy and psychosocial treatments,Psychotherapy and Psychosocial Treatments,,,Child and adolescent psychiatry / Mental Health,skill_0110b5a6030b1496,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_57998c54563ca8cf,Psychotherapy for Borderline Personality Disorder,psychotherapy for borderline personality disorder,Psychotherapy for Borderline Personality Disorder,,,Psychotherapy,skill_57998c54563ca8cf,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_d7b08c5e12c3b8c0,Psychotherapy for Children and Adolescents,psychotherapy for children and adolescents,Psychotherapy for Children and Adolescents,,,Psychotherapy,skill_d7b08c5e12c3b8c0,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_d47effe1fb5881a1,Psychotherapy for Internet Addiction and Digital Overuse,psychotherapy for internet addiction and digital overuse,Psychotherapy for Internet Addiction and Digital Overuse,,,Psychotherapy,skill_d47effe1fb5881a1,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3aebae3e71975308,Psychotherapy for LGBTQ+ Populations,psychotherapy for lgbtq+ populations,Psychotherapy for LGBTQ+ Populations,LGBTQ,LGBTQ,Psychotherapy,skill_7024779fc5d7ea36,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3cd32c2bbe6b3fce,Psychotherapy for Specific Symptoms,psychotherapy for specific symptoms,Psychotherapy for Specific Symptoms,,,Psychotherapy,skill_3cd32c2bbe6b3fce,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c5acdc97aa1bfbdf,Psychotic Disorders,psychotic disorders,Psychotic Disorders,,,Child and adolescent psychiatry / Mental Health | Psychiatry of learning disability/ Mental Health,skill_c5acdc97aa1bfbdf,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_d14bd913ebf16975,Psychotic Disorders in Older Adults,psychotic disorders in older adults,Psychotic Disorders in Older Adults,,,Geriatric-old age psychiatry / Mental Health | Old age / Geriatric psychiatry -Mental Health,skill_d14bd913ebf16975,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b9abdff70ffdc33c,Psychotropic Medications in ID,psychotropic medications in id,Psychotropic Medications in ID,ID,ID,Psychiatry of learning disability/ Mental Health,skill_b9abdff70ffdc33c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_711abd79980c0cb2,Pterygium,pterygium,Pterygium,,,Ophthalmology,skill_711abd79980c0cb2,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_216238b62c495495,Ptosis (Blepharoptosis) in Adults,ptosis blepharoptosis in adults,Ptosis (Blepharoptosis) in Adults,,,Ophthalmology,skill_216238b62c495495,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_544f9a47ae1eaedf,Ptosis Blepharoplasty,ptosis blepharoplasty,Ptosis Blepharoplasty,,,Dermatology | Otolaryngology ENT Facial Plasty /Audiovestibular medicine,skill_544f9a47ae1eaedf,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b6fd9d4b17df072c,PTSD and Criminal Responsibility,ptsd and criminal responsibility,PTSD and Criminal Responsibility,PTSD,PTSD,Forensic psychiatry / Forensic Mental Health,skill_b6fd9d4b17df072c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7dd5b9f8edd67c8c,PTSD in Civil Litigation: Diagnosis and Testimony,ptsd in civil litigation diagnosis and testimony,PTSD in Civil Litigation: Diagnosis and Testimony,PTSD,PTSD,Forensic psychiatry / Forensic Mental Health,skill_7dd5b9f8edd67c8c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_234ca388c82a2e7b,Puberty Physical and Psychological Changes,puberty physical and psychological changes,Puberty Physical and Psychological Changes,,,Genito-urinary medicine / sexual and reproductive health,skill_234ca388c82a2e7b,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_741617a1919a810a,Pubic Lice (Crabs) (Pthirus pubis),pubic lice crabs pthirus pubis,Pubic Lice (Crabs) (Pthirus pubis),Crabs,,Genito-urinary medicine / sexual and reproductive health,skill_741617a1919a810a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_bfdf5e4a5826c6ae,Public Health Administration,public health administration,Public Health Administration,,,Public health medicine,skill_bfdf5e4a5826c6ae,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2511f0d1dc740e41,Public Health and Policy,public health and policy,Public Health and Policy,,,Genito-urinary medicine / sexual and reproductive health,skill_2511f0d1dc740e41,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_cafd99751d018183,Public Health in Emergencies,public health in emergencies,Public Health in Emergencies,,,Public health medicine,skill_cafd99751d018183,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_477fb8cce42250cc,Public Health Law and Ethics,public health law and ethics,Public Health Law and Ethics,,,Public health medicine,skill_477fb8cce42250cc,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9b89854f27973989,Public Health Nutrition and Policy,public health nutrition and policy,Public Health Nutrition and Policy,,,Nutritionist,skill_9b89854f27973989,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_21f9836f4a4c4547,Public Health Nutrition Policies,public health nutrition policies,Public Health Nutrition Policies,,,Public health medicine,skill_21f9836f4a4c4547,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a69f87c2c3f49ece,Public Health Perspective on Sexual Health,public health perspective on sexual health,Public Health Perspective on Sexual Health,,,Genito-urinary medicine / sexual and reproductive health,skill_a69f87c2c3f49ece,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_091fc9d76c5cbfcf,Public Health Role in Disaster Management,public health role in disaster management,Public Health Role in Disaster Management,,,Public health medicine,skill_091fc9d76c5cbfcf,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_0b3d426081729292,Public Health Surveillance Systems,public health surveillance systems,Public Health Surveillance Systems,,,Public health medicine,skill_0b3d426081729292,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f56c7ee285dc55a7,Public Mental Health Issues,public mental health issues,Public Mental Health Issues,,,Public health medicine,skill_f56c7ee285dc55a7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_995eaabae7167071,Pulmonary,pulmonary,Pulmonary,,,Emergency medicine | Pathology Histopatholog,skill_995eaabae7167071,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9721c1d586789c3c,Pulmonary Alveolar Proteinosis,pulmonary alveolar proteinosis,Pulmonary Alveolar Proteinosis,,,Respiratory medicine / Pulmonology,skill_9721c1d586789c3c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_45a1da9310f25147,Pulmonary Arterial Hypertension,pulmonary arterial hypertension,Pulmonary Arterial Hypertension,hypertension | high blood pressure | HTN,,Cardiology | Respiratory medicine / Pulmonology,skill_45a1da9310f25147,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b3f00fc7e301c5cd,Pulmonary Arteriovenous Malformation (PAVM),pulmonary arteriovenous malformation pavm,Pulmonary Arteriovenous Malformation (PAVM),PAVM,PAVM,Pediatrics Medicine,skill_b3f00fc7e301c5cd,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_862fec5eb7d69318,Pulmonary Artery Banding,pulmonary artery banding,Pulmonary Artery Banding,,,Paediatric surgery,skill_862fec5eb7d69318,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c6f46b49a52f51fb,Pulmonary Artery Catheterization,pulmonary artery catheterization,Pulmonary Artery Catheterization,,,Cardio-thoracic surgery,skill_c6f46b49a52f51fb,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_8e9bbc55f9282447,Pulmonary Artery Sling,pulmonary artery sling,Pulmonary Artery Sling,,,Pediatrics Medicine,skill_8e9bbc55f9282447,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_45c18ebd2cc3965f,Pulmonary Atelectasis,pulmonary atelectasis,Pulmonary Atelectasis,,,Pediatrics Medicine,skill_45c18ebd2cc3965f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f4864a3373a3e5d3,Pulmonary Atresia With Intact Ventricular Septum,pulmonary atresia with intact ventricular septum,Pulmonary Atresia With Intact Ventricular Septum,,,Pediatrics Medicine,skill_f4864a3373a3e5d3,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_539ec4d10f730ce6,Pulmonary Atresia With Ventricular Septal Defect,pulmonary atresia with ventricular septal defect,Pulmonary Atresia With Ventricular Septal Defect,,,Paediatric surgery,skill_539ec4d10f730ce6,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b0cf99f8ab998a19,Pulmonary Disease and Pregnancy,pulmonary disease and pregnancy,Pulmonary Disease and Pregnancy,,,Gynaecology and Obstetrics | Occupational medicine / Occupational therapy | Respiratory medicine / Pulmonology,skill_b0cf99f8ab998a19,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_52cc30778e9788b0,Pulmonary Diseases,pulmonary diseases,Pulmonary Diseases,,,Geriatric medicine,skill_52cc30778e9788b0,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9a921f48d5d65c08,Pulmonary Disorders and Oral Medicine Implications,pulmonary disorders and oral medicine implications,Pulmonary Disorders and Oral Medicine Implications,,,Oral medicine,skill_9a921f48d5d65c08,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c3a8fd51d4fd3955,Pulmonary Edema: Pathophysiology and Microscopy,pulmonary edema pathophysiology and microscopy,Pulmonary Edema: Pathophysiology and Microscopy,,,Forensic histopathology,skill_c3a8fd51d4fd3955,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_1ceefcfe8854acd9,Pulmonary embolism,pulmonary embolism,Pulmonary embolism,PE | Pulmonary Embolism (PE) | pulmonary embolism,PE,Acute internal medicine | Emergency medicine | Respiratory medicine / Pulmonology,skill_1ceefcfe8854acd9,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c695e048b1e345e1,Pulmonary Embolism Clinical Scoring Systems,pulmonary embolism clinical scoring systems,Pulmonary Embolism Clinical Scoring Systems,pulmonary embolism | PE,,Respiratory medicine / Pulmonology,skill_c695e048b1e345e1,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_ffee89152bda1c4c,Pulmonary Embolism: Microscopic Identification,pulmonary embolism microscopic identification,Pulmonary Embolism: Microscopic Identification,pulmonary embolism | PE,,Forensic histopathology,skill_ffee89152bda1c4c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_32cbd7e7cb937610,Pulmonary Eosinophilia,pulmonary eosinophilia,Pulmonary Eosinophilia,,,Respiratory medicine / Pulmonology,skill_32cbd7e7cb937610,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c15472bc858be0a8,Pulmonary Fibrosis and Restrictive Lung Diseases,pulmonary fibrosis and restrictive lung diseases,Pulmonary Fibrosis and Restrictive Lung Diseases,,,Geriatric medicine,skill_c15472bc858be0a8,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a26963e024c3a388,Pulmonary Function Testing,pulmonary function testing,Pulmonary Function Testing,,,Respiratory medicine / Pulmonology,skill_a26963e024c3a388,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_81748b1c967509ea,Pulmonary Functions,pulmonary functions,Pulmonary Functions,,,Respiratory medicine / Pulmonology,skill_81748b1c967509ea,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3ad459b71eade840,Pulmonary Hypertension,pulmonary hypertension,Pulmonary Hypertension,hypertension | high blood pressure | HTN,,Geriatric medicine | Paediatric cardiology | Respiratory medicine / Pulmonology,skill_3ad459b71eade840,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_02765a0ed8cae238,Pulmonary Infarction,pulmonary infarction,Pulmonary Infarction,,,Pediatrics Medicine,skill_02765a0ed8cae238,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_0b38c2e8c211fa67,Pulmonary Interstitial Emphysema,pulmonary interstitial emphysema,Pulmonary Interstitial Emphysema,,,Pediatrics Medicine,skill_0b38c2e8c211fa67,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_cb35e757fca58db7,Pulmonary Kaposi Sarcoma Imaging,pulmonary kaposi sarcoma imaging,Pulmonary Kaposi Sarcoma Imaging,,,Oncology,skill_cb35e757fca58db7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_655954dd3ed25724,Pulmonary oedema: specific conditions,pulmonary oedema specific conditions,Pulmonary oedema: specific conditions,,,Acute internal medicine,skill_655954dd3ed25724,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7256a28f96071e20,Pulmonary Regurgitation (Pulmonic Regurgitation),pulmonary regurgitation pulmonic regurgitation,Pulmonary Regurgitation (Pulmonic Regurgitation),,,Cardiology,skill_7256a28f96071e20,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_4b420c2e21abdeab,Pulmonary Rehabilitation,pulmonary rehabilitation,Pulmonary Rehabilitation,,,Rehabilitation,skill_4b420c2e21abdeab,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b2e43ef136a0a56d,Pulmonary Stenosis,pulmonary stenosis,Pulmonary Stenosis,,,Paediatric cardiology,skill_b2e43ef136a0a56d,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b950a45db951b14b,Pulmonary Valve Surgery,pulmonary valve surgery,Pulmonary Valve Surgery,,,Cardio-thoracic surgery,skill_b950a45db951b14b,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_98b0828ea77ce7b8,Pulmonary Veno-Occlusive Disease,pulmonary veno-occlusive disease,Pulmonary Veno-Occlusive Disease,,,Respiratory medicine / Pulmonology,skill_36db01de462f8d61,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
